source_id,source_name,date,date_basis,date_raw,item_id,title,agency_or_actor,relevance,source_url,evidence_note,fetched_at
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14432,第4屆第8次定期會 業務質詢：民政部分(陳文政、黃佳恬、邱愛珊等議員聯合質詢),邱愛珊,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14432&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14433,第4屆第8次定期會 業務質詢：民政部分,李中,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14433&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14434,第4屆第8次定期會 業務質詢：民政部分(蕭隆澤、陳淑華等議員聯合質詢),蕭隆澤,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14434&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14435,第4屆第8次定期會 業務質詢：民政部分(蕭隆澤、陳淑華等議員聯合質詢),陳淑華,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14435&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14436,第4屆第8次定期會 業務質詢：民政部分(賴朝國、張瀞分、蘇柏興等議員聯合質詢),賴朝國,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14436&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14437,第4屆第8次定期會 業務質詢：民政部分(賴朝國、張瀞分、蘇柏興等議員聯合質詢),張瀞分,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14437&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14438,第4屆第8次定期會 業務質詢：民政部分(賴朝國、張瀞分、蘇柏興等議員聯合質詢),蘇柏興,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14438&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14439,第4屆第8次定期會 業務質詢：民政部分,沈佑蓮,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14439&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14440,第4屆第8次定期會 業務質詢：民政部分,楊啓邦,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14440&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-12,official_meeting_date,2026-08-12,14441,第4屆第8次定期會 業務質詢：民政部分,陳廷秀,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14441&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14442,第4屆第8次定期會 業務質詢：民政部分,賴順仁,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14442&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14443,第4屆第8次定期會 業務質詢：民政部分,吳佩芸,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14443&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14444,第4屆第8次定期會 業務質詢：民政部分(林祈烽、施志昌等議員聯合質詢),林祈烽,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14444&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14445,第4屆第8次定期會 業務質詢：民政部分(林祈烽、施志昌等議員聯合質詢),施志昌,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14445&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14446,第4屆第8次定期會 業務質詢：民政部分,何文海,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14446&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14447,第4屆第8次定期會 業務質詢：民政部分,陳俞融,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14447&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14448,第4屆第8次定期會 業務質詢：民政部分(林德宇、曾威等議員聯合質詢),林德宇,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14448&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14449,第4屆第8次定期會 業務質詢：民政部分(林德宇、曾威等議員聯合質詢),曾威,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14449&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14450,第4屆第8次定期會 業務質詢：民政部分(曾威、林德宇等議員聯合質詢),曾威,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14450&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14451,第4屆第8次定期會 業務質詢：民政部分(曾威、林德宇等議員聯合質詢),林德宇,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14451&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14452,第4屆第8次定期會 業務質詢：民政部分(陳政顯、吳瓊華、吳振嘉等議員聯合質詢),陳政顯,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14452&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14453,第4屆第8次定期會 業務質詢：民政部分(陳政顯、吳瓊華、吳振嘉等議員聯合質詢),吳瓊華,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14453&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14454,第4屆第8次定期會 業務質詢：民政部分(陳政顯、吳瓊華、吳振嘉等議員聯合質詢),吳振嘉,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14454&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14455,第4屆第8次定期會 業務質詢：民政部分(陳雅惠、謝家宜、蕭隆澤等議員聯合質詢),陳雅惠,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14455&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14456,第4屆第8次定期會 業務質詢：民政部分(陳雅惠、謝家宜、蕭隆澤等議員聯合質詢),謝家宜,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14456&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14457,第4屆第8次定期會 業務質詢：民政部分(陳雅惠、謝家宜、蕭隆澤等議員聯合質詢),蕭隆澤,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14457&pageno=1,官方個別影音；片長 00:30。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14458,第4屆第8次定期會 業務質詢：民政部分(吳呈賢、楊大鋐、吳建德等議員聯合質詢),吳呈賢,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14458&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14459,第4屆第8次定期會 業務質詢：民政部分(吳呈賢、楊大鋐、吳建德等議員聯合質詢),楊大鋐,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14459&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14460,第4屆第8次定期會 業務質詢：民政部分(吳呈賢、楊大鋐、吳建德等議員聯合質詢),吳建德,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14460&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14461,第4屆第8次定期會 業務質詢：民政部分,陳成添,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14461&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14462,第4屆第8次定期會 業務質詢：民政部分(林霈涵、林碧秀等議員聯合質詢),林霈涵,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14462&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14463,第4屆第8次定期會 業務質詢：民政部分(林霈涵、林碧秀等議員聯合質詢),林碧秀,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14463&pageno=1,官方個別影音；片長 00:15。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14464,第4屆第8次定期會 業務質詢：民政部分(蔡耀頡、周永鴻、江肇國等議員聯合質詢),蔡耀頡,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14464&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14465,第4屆第8次定期會 業務質詢：民政部分(蔡耀頡、周永鴻、江肇國等議員聯合質詢),周永鴻,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14465&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-010,臺中市議會議員質詢影音,2026-08-13,official_meeting_date,2026-08-13,14466,第4屆第8次定期會 業務質詢：民政部分(蔡耀頡、周永鴻、江肇國等議員聯合質詢),江肇國,PREP_CONTEXT_NOT_POLICE_SPECIFIC,https://vod.tccc.gov.tw/wb_news02.asp?url=92&ano=14466&pageno=1,官方個別影音；片長 00:45。,2026-08-14T01:42:42+08:00
S-011,臺中市議會議事影音,2026-08-10,official_meeting_date,2026-08-10,580,第4屆第8次定期會 第8次會議,臺中市議會,PREP_CONTEXT,https://agenda-vod.tccc.gov.tw/v2_index.asp?url=92&ano=580,官方完整議事影音列表。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 09:00-17:30,2026080443:2026-08-10,考察,財政委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080443/details?meetingDate=115/08/10,考察新北市新店區中央政府補助預算（含特別預算）執行情形,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 09:00-17:30,2026080444:2026-08-10,立法院第11屆第5會期交通委員會「網際網路媒合客運服務管理條例」立法公聽會,交通委員會,INDIRECT_TRAFFIC_POLICY,https://ppg.ly.gov.tw/ppg/sittings/2026080444/details?meetingDate=115/08/10,ID42 會議中繼資料。,2026-08-14T01:42:42+08:00
S-013,立法院會議資訊與議事日程原始檔,2026-08-10,official_meeting_date,115/08/10 09:00-17:30,2026080658:2026-08-10,立法院教育及文化委員會,教育及文化委員會,NOT_POLICE_SPECIFIC,https://ppg.ly.gov.tw/ppg/sittings/2026080658/details?meetingDate=115/08/10,考察雲林地區學校教育設施,2026-08-14T01:42:42+08:00
